127.0.0.1, 2025-01-06 09:22:42, GET, /, HTTP/1.1, 303, 0.032820
127.0.0.1, 2025-01-06 09:26:25, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.169691
127.0.0.1, 2025-01-06 09:26:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.182907
127.0.0.1, 2025-01-06 09:26:25, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.080323
127.0.0.1, 2025-01-06 09:26:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.542259
127.0.0.1, 2025-01-06 09:27:24, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.083260
127.0.0.1, 2025-01-06 09:27:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.367199
127.0.0.1, 2025-01-06 09:28:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.124961
127.0.0.1, 2025-01-06 09:28:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.418027
127.0.0.1, 2025-01-06 09:29:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.102481
127.0.0.1, 2025-01-06 09:29:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.438878
127.0.0.1, 2025-01-06 09:30:24, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.099448
127.0.0.1, 2025-01-06 09:30:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.373420
127.0.0.1, 2025-01-06 09:31:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.133560
127.0.0.1, 2025-01-06 09:31:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.416909
127.0.0.1, 2025-01-06 09:32:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.116548
127.0.0.1, 2025-01-06 09:32:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.458969
127.0.0.1, 2025-01-06 09:33:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.104753
127.0.0.1, 2025-01-06 09:33:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.432848
127.0.0.1, 2025-01-06 09:34:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.114366
127.0.0.1, 2025-01-06 09:34:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.379553
127.0.0.1, 2025-01-06 09:35:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.114206
127.0.0.1, 2025-01-06 09:35:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.438729
127.0.0.1, 2025-01-06 09:36:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.128742
127.0.0.1, 2025-01-06 09:36:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.426594
127.0.0.1, 2025-01-06 09:37:24, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.083326
127.0.0.1, 2025-01-06 09:37:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.318148
127.0.0.1, 2025-01-06 09:38:24, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.092950
127.0.0.1, 2025-01-06 09:38:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.386229
127.0.0.1, 2025-01-06 09:39:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.111648
127.0.0.1, 2025-01-06 09:39:26, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.426367
127.0.0.1, 2025-01-06 09:40:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.128285
127.0.0.1, 2025-01-06 09:40:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.610687
127.0.0.1, 2025-01-06 09:41:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.139938
127.0.0.1, 2025-01-06 09:41:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.568327
127.0.0.1, 2025-01-06 09:42:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.113366
127.0.0.1, 2025-01-06 09:42:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.448642
127.0.0.1, 2025-01-06 09:43:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.137879
127.0.0.1, 2025-01-06 09:43:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.555814
127.0.0.1, 2025-01-06 09:44:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.111422
127.0.0.1, 2025-01-06 09:44:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.399048
127.0.0.1, 2025-01-06 09:45:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.102237
127.0.0.1, 2025-01-06 09:45:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.379623
127.0.0.1, 2025-01-06 09:46:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.112838
127.0.0.1, 2025-01-06 09:46:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.390101
127.0.0.1, 2025-01-06 09:47:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.110360
127.0.0.1, 2025-01-06 09:47:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.490947
127.0.0.1, 2025-01-06 09:48:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.112398
127.0.0.1, 2025-01-06 09:48:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.411283
127.0.0.1, 2025-01-06 09:49:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.174074
127.0.0.1, 2025-01-06 09:49:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.534672
127.0.0.1, 2025-01-06 09:50:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.118176
127.0.0.1, 2025-01-06 09:50:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.446312
127.0.0.1, 2025-01-06 09:51:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.093862
127.0.0.1, 2025-01-06 09:51:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.450816
127.0.0.1, 2025-01-06 09:52:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.116221
127.0.0.1, 2025-01-06 09:52:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.448652
127.0.0.1, 2025-01-06 09:53:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.114845
127.0.0.1, 2025-01-06 09:53:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.441031
127.0.0.1, 2025-01-06 09:54:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.107825
127.0.0.1, 2025-01-06 09:54:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.439151
127.0.0.1, 2025-01-06 09:55:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.113833
127.0.0.1, 2025-01-06 09:55:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.540080
127.0.0.1, 2025-01-06 09:56:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.096266
127.0.0.1, 2025-01-06 09:56:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.430743
127.0.0.1, 2025-01-06 09:57:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.091937
127.0.0.1, 2025-01-06 09:57:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.581995
127.0.0.1, 2025-01-06 09:58:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.093849
127.0.0.1, 2025-01-06 09:58:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.424965
127.0.0.1, 2025-01-06 09:59:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.117803
127.0.0.1, 2025-01-06 09:59:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.477331
127.0.0.1, 2025-01-06 10:00:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.108414
127.0.0.1, 2025-01-06 10:00:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.377424
127.0.0.1, 2025-01-06 10:01:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.105786
127.0.0.1, 2025-01-06 10:01:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.508966
127.0.0.1, 2025-01-06 10:02:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.113193
127.0.0.1, 2025-01-06 10:02:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.510419
127.0.0.1, 2025-01-06 10:03:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.102267
127.0.0.1, 2025-01-06 10:03:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.426603
127.0.0.1, 2025-01-06 10:04:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.074784
127.0.0.1, 2025-01-06 10:04:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.402451
127.0.0.1, 2025-01-06 10:05:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.099576
127.0.0.1, 2025-01-06 10:05:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.414946
127.0.0.1, 2025-01-06 10:06:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.106639
127.0.0.1, 2025-01-06 10:06:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.444360
127.0.0.1, 2025-01-06 10:07:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.113500
127.0.0.1, 2025-01-06 10:07:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.380211
127.0.0.1, 2025-01-06 10:08:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.105368
127.0.0.1, 2025-01-06 10:08:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.379967
127.0.0.1, 2025-01-06 10:09:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.123907
127.0.0.1, 2025-01-06 10:09:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.514496
127.0.0.1, 2025-01-06 10:10:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.170160
127.0.0.1, 2025-01-06 10:10:26, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.592242
127.0.0.1, 2025-01-06 10:11:47, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.113046
127.0.0.1, 2025-01-06 10:11:48, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.426978
127.0.0.1, 2025-01-06 10:12:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.114860
127.0.0.1, 2025-01-06 10:12:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.420830
127.0.0.1, 2025-01-06 10:13:25, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.110869
127.0.0.1, 2025-01-06 10:13:25, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.400287
127.0.0.1, 2025-01-06 10:13:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2025-01-06 10:14:13, GET, /admin/default/design/gestao_suprimentos, HTTP/1.1, 200, 0.929381
127.0.0.1, 2025-01-06 10:14:13, GET, /favicon.ico, HTTP/1.1, 400, 0.003534
127.0.0.1, 2025-01-06 10:14:31, GET, /admin/default/edit/gestao_suprimentos/views/default/index.html, HTTP/1.1, 200, 0.149349
127.0.0.1, 2025-01-06 10:14:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2025-01-06 10:14:32, GET, /admin/default/edit/gestao_suprimentos/views/default/index.html, HTTP/1.1, 200, 0.232508
127.0.0.1, 2025-01-06 10:14:32, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.247879
127.0.0.1, 2025-01-06 10:14:32, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.391042
127.0.0.1, 2025-01-06 10:14:32, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.421057
127.0.0.1, 2025-01-06 10:14:32, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.230704
127.0.0.1, 2025-01-06 10:14:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.767067
127.0.0.1, 2025-01-06 10:15:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.150400
127.0.0.1, 2025-01-06 10:15:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.452211
127.0.0.1, 2025-01-06 10:16:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.103602
127.0.0.1, 2025-01-06 10:16:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.409450
127.0.0.1, 2025-01-06 10:17:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.102395
127.0.0.1, 2025-01-06 10:17:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.364443
127.0.0.1, 2025-01-06 10:18:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.122050
127.0.0.1, 2025-01-06 10:18:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.406881
127.0.0.1, 2025-01-06 10:19:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.135491
127.0.0.1, 2025-01-06 10:19:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.446535
127.0.0.1, 2025-01-06 10:20:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.140758
127.0.0.1, 2025-01-06 10:20:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.442348
127.0.0.1, 2025-01-06 10:21:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.123001
127.0.0.1, 2025-01-06 10:21:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.403390
127.0.0.1, 2025-01-06 10:22:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.093116
127.0.0.1, 2025-01-06 10:22:32, GET, /gestao_suprimentos/appadmin/hooks, HTTP/1.1, 200, 0.374706
127.0.0.1, 2025-01-06 10:23:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.167207
